punch_count,hours_worked,monthly_salary,satisfaction_score,is_absent,position_ACCOUNTANT,position_ADMINISTRATOR,position_CLERK,position_DRIVER,position_ENGINEER,position_LABORER,position_SUPERVISOR,position_TECHNICIAN,status_ABSENT,status_PRESENT,department_Finance,department_HR,department_IT,department_Operations
0.18599158192536439,0.09144752062402631,-0.29005103143255895,-1.4195782950344367,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,-1.0618396821503255,-0.6585448988000395,-0.49544052611509265,-0.3281650616569468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.18599158192536439,-1.271528264472935,-0.07260919564712005,0.42869724280425137,-0.3281650616569468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.2160988048966133,1.0350461410757694,0.8425346650464989,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.8441156410458844,0.19629181178533067,0.6372744447112246,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8441156410458844,0.930201849914465,-0.6911307201292299,-1.4195782950344367,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,-0.6424625175051061,-0.23523376190681805,-0.49544052611509265,-0.3281650616569468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.8441156410458844,-1.7957497202794588,0.2136587674317491,-2.3437160639537806,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.18599158192536439,0.09144752062402631,0.23345389253826665,-1.4195782950344367,-0.3281650616569468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.8441156410458844,0.7205132675918544,-0.38598125310260556,-1.4195782950344367,-0.3281650616569468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.8742228640171332,0.09144752062402631,-0.4176534532730336,1.3528350117235954,3.0472470011002204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.2160988048966133,0.3011361029466369,-0.2851783852524931,1.3528350117235954,-0.3281650616569468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.8742228640171332,0.09144752062402631,-0.19686167323879944,-0.49544052611509265,3.0472470011002204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.18599158192536439,0.5108246852692456,-0.31136885847034707,-0.49544052611509265,-0.3281650616569468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.8742228640171332,0.09144752062402631,-0.6015958465705198,1.3528350117235954,3.0472470011002204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.18599158192536439,1.0350461410757694,0.3458292950660355,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2160988048966133,0.4059803941079413,1.2265600921129394,-0.49544052611509265,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.18599158192536439,-0.6424625175051061,-0.6621993834350889,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.8441156410458844,-1.1666839733116299,-0.1548350999357314,-0.49544052611509265,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2160988048966133,-0.327929644021193,0.3138525545093533,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8441156410458844,1.4544233057209888,-0.29949178340643656,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,-0.9569953909890211,-0.18985724435495477,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,0.61566897643055,-0.34821824520709516,1.3528350117235954,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2160988048966133,0.19629181178533067,-0.020532789597666197,-1.4195782950344367,-0.3281650616569468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.2160988048966133,1.0350461410757694,0.963437198389383,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2160988048966133,0.19629181178533067,0.09549709756515204,1.3528350117235954,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2160988048966133,0.09144752062402631,-0.7879745629580388,-1.4195782950344367,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,-0.327929644021193,-0.9040044501208571,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2160988048966133,-0.327929644021193,10.119443911119383,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,-1.0618396821503255,-0.3567453760222104,-0.49544052611509265,-0.3281650616569468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18599158192536439,-0.327929644021193,0.6576786505902504,1.3528350117235954,-0.3281650616569468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.18599158192536439,-0.2230853528598868,0.07874737632117566,0.42869724280425137,-0.3281650616569468,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
